No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
901,Oatmeal Bread with Bran,Grains,1 small slice,30.89,3.04,1.31,11.95,70.34,1,1,1,1,0,0.5,Duplicate
902,Coriander (Cilantro),Vegetables,9 sprigs,19.43,0.4,0.1,0.7,3.5,0,0,0,0,0,1.0,Duplicate
903,White Bread Roll,Grains,1 medium roll,27.76,0.0,0.0,0.0,0.0,1,1,1,1,0,0.25,Duplicate
904,Cooked Veal,Protein,3 small pieces,86.84,23.44,7.92,0.0,165.24,0,0,0,0,1,0.5,Duplicate
905,Green Peas,Vegetables,1 cup,162.86,8.49,0.39,24.65,136.6,1,0,0,0,0,0.25,Duplicate
906,Cottage Cheese < 5% Fat,Dairy,1 cup,223.13,23.64,0.69,15.07,160.03,1,0,0,0,0,0.75,Duplicate
907,Cheddar Cheese,Dairy,2 tbsp,28.14,7.11,9.57,0.4,115.68,0,0,0,0,0,0.75,Duplicate
908,Fried Shrimp,Protein,3-4 medium pieces,83.22,17.71,10.63,9.98,205.66,0,0,1,0,1,0.0,Duplicate
909,Grape Leaves,Vegetables,1 cup,13.96,0.82,0.29,2.47,14.92,0,0,0,0,0,0.75,Duplicate
910,Canned Sweetened Condensed Milk,Dairy,2 tbsp,38.74,3.07,3.31,21.23,128.6,1,0,0,0,0,0.25,Duplicate
911,Chicken,Protein,Palm-sized portion,87.16,18.01,2.61,0.0,94.94,0,0,0,0,1,0.75,Duplicate
912,Papaya,Fruits,1 medium one,298.53,1.91,0.39,28.99,128.32,0,1,0,1,1,0.75,Duplicate
913,Full-Fat Mozzarella Cheese,Dairy,2 tbsp,27.86,6.1,6.17,0.58,82.83,0,0,0,0,0,0.25,Duplicate
914,Quail Egg,Protein,1 egg,9.12,1.23,1.01,0.0,13.69,1,0,0,0,0,0.0,Duplicate
915,Sheri Fish (Emperor),Protein,Palm-sized portion,102.22,19.3,1.1,0.0,88.98,0,0,0,0,0,1.0,Duplicate
916,Ta'ameya (Falafel),Vegetables,1 piece,16.67,2.25,2.99,5.48,56.5,1,0,0,0,0,1.0,Duplicate
917,Canned Sweetened Condensed Milk,Dairy,2 tbsp,37.61,2.93,3.25,20.95,123.12,1,0,0,0,0,1.0,Duplicate
918,Dried Egg,Protein,1 tsp,4.92,2.38,2.14,0.1,30.01,1,0,0,0,0,0.0,Duplicate
919,Sheep's Milk,Dairy,1 cup,238.71,14.74,16.93,13.04,263.74,1,0,0,0,0,0.25,Duplicate
920,Turnip,Vegetables,1 cup sliced,66.99,2.21,0.51,6.73,40.68,0,0,0,0,0,1.0,Duplicate
921,Quaker Oats,Grains,2.5 tbsp,40.9,6.62,3.14,24.64,154.03,1,1,0,1,0,0.75,Duplicate
922,Rice (cooked),Grains,1 cup,159.8,4.26,0.44,43.79,195.99,1,1,0,1,0,0.25,Duplicate
923,Lemon,Fruits,1 medium one,59.62,0.62,0.19,5.53,26.46,0,1,0,1,1,0.5,Duplicate
924,White Bread Roll,Grains,1 medium roll,27.85,0.0,0.0,0.0,0.0,1,1,1,1,0,0.75,Duplicate
925,Sausage,Protein,1 piece,57.58,6.98,16.1,1.01,177.15,0,0,0,0,0,0.5,Duplicate
926,Low-Fat Ricotta Cheese,Dairy,1 cup,121.93,14.16,10.06,6.5,175.02,0,0,0,0,0,1.0,Duplicate
927,Brown Bread Roll,Grains,1 medium roll,36.66,0.0,0.0,0.0,0.03,1,1,1,1,0,0.75,Duplicate
928,Cheese Bread,Grains,1 piece,67.94,4.66,12.02,29.37,242.67,1,1,1,1,0,1.0,Duplicate
929,Boobar,Vegetables,1 cup,32.49,0.3,0.0,1.11,6.1,0,0,0,0,0,0.75,Duplicate
930,Eggplant (Aubergine),Vegetables,1/2 cup,83.5,0.84,0.15,4.89,25.91,1,0,1,0,1,1.0,Duplicate
931,Mayonnaise,Fats and Oils,1 tsp,14.95,0.13,4.97,3.45,57.52,0,0,0,0,0,0.75,Duplicate
932,Tabbouleh,Vegetables,2 tbsp,28.99,0.98,2.04,2.02,31.59,0,0,0,0,1,0.75,Duplicate
933,Hamour Fish (Grouper),Protein,Palm-sized portion,100.22,19.07,3.45,0.2,106.26,0,0,0,0,0,1.0,Duplicate
934,Strawberry Milk,Dairy,1 cup,264.9,8.2,8.22,31.98,235.48,1,0,0,0,0,0.5,Duplicate
935,Honey,Grains,1 tbsp,21.36,0.06,0.0,17.77,73.2,0,1,0,1,0,0.5,Duplicate
936,Red Snapper Fish,Protein,Palm-sized portion,84.67,22.78,1.43,0.0,105.77,0,0,0,0,1,0.75,Duplicate
937,Halloumi Cheese,Dairy,1 cup,101.8,16.48,29.37,8.22,363.63,0,0,0,0,0,0.0,Duplicate
938,Kingfish,Protein,Palm-sized portion,102.3,19.15,9.56,0.0,164.19,0,0,0,0,0,0.5,Duplicate
939,Bran Bread,Grains,1/4 loaf,35.31,3.13,1.17,17.0,92.63,1,1,0,1,0,0.0,Duplicate
940,Dates,Fruits,4 pieces,32.35,0.81,0.1,24.44,100.75,0,1,0,1,1,0.25,Duplicate
941,Mayonnaise,Fats and Oils,1 tsp,14.93,0.13,4.84,3.6,59.46,0,0,0,0,0,0.0,Duplicate
942,Evaporated Milk,Dairy,6 tbsp,99.21,7.2,7.73,9.62,137.88,1,0,0,0,0,1.0,Duplicate
943,Nectarine,Fruits,1 medium one,138.73,1.36,0.4,14.14,65.55,0,1,0,1,1,0.0,Duplicate
944,Green Beans,Vegetables,1 cup,112.43,1.95,0.1,7.76,40.02,1,0,0,0,1,1.0,Duplicate
945,Black Beans,Vegetables,1 cup,167.36,14.1,4.26,45.24,274.42,1,0,0,0,0,0.5,Duplicate
946,Chicken Liver,Protein,3 medium pieces,83.19,20.93,4.68,0.76,127.66,0,0,1,0,1,0.75,Duplicate
947,Orange,Fruits,1 medium one,129.26,1.2,0.2,15.05,67.42,0,1,0,1,1,1.0,Duplicate
948,Hamour Fish (Grouper),Protein,Palm-sized portion,101.55,19.11,3.3,0.2,105.6,0,0,0,0,0,1.0,Duplicate
949,Low-Fat Strawberry Yogurt,Dairy,1 cup,223.13,9.1,2.62,41.86,228.62,1,0,0,0,0,0.25,Duplicate
950,Fat-Free Milk,Dairy,1 cup,244.37,8.21,0.2,12.07,82.19,1,0,0,0,0,0.25,Duplicate
951,Labneh (Strained Yogurt),Dairy,1 cup,101.34,12.53,10.51,1.03,149.31,1,0,0,0,0,0.5,Duplicate
952,Butter Croissant,Grains,1 medium piece,58.07,4.8,12.05,26.15,233.92,1,1,0,1,0,1.0,Duplicate
953,Dried Pear,Fruits,10 halves,177.26,3.39,1.1,120.2,503.55,0,1,0,1,1,0.0,Duplicate
954,French Bread (Baguette),Grains,1 small slice,31.56,3.77,0.6,17.89,93.3,1,1,0,1,0,0.0,Duplicate
955,Brown Wheat Flour,Grains,1 cup,120.32,16.11,2.23,85.94,426.94,1,1,0,1,0,0.75,Duplicate
956,White Bread Roll,Grains,1 medium roll,27.81,0.0,0.0,0.0,1.33,1,1,1,1,0,0.0,Duplicate
957,Avocado,Fruits,1 cup (sliced),143.61,2.91,21.42,12.77,256.71,0,1,0,1,1,0.0,Duplicate
958,Green Hot Pepper,Vegetables,1 piece,43.91,0.9,0.1,4.37,20.8,0,0,0,0,0,0.5,Duplicate
959,Low-Fat Milk,Dairy,1 cup,245.33,8.04,4.8,11.61,120.61,1,0,0,0,0,0.75,Duplicate
960,Purslane,Vegetables,1 cup,41.91,0.59,0.0,1.47,7.32,0,0,0,0,0,0.25,Duplicate
961,Plain Corn Flakes,Grains,1 cup,27.97,1.88,0.2,24.03,107.2,1,1,0,1,0,0.5,Duplicate
962,Oatmeal Flour,Grains,2 tbsp,28.21,3.52,1.76,19.16,106.9,1,1,0,1,0,1.0,Duplicate
963,Oatmeal Bread,Grains,1 small slice,26.9,2.3,1.2,12.83,70.36,1,1,0,1,0,0.5,Duplicate
964,Okra,Vegetables,1 cup,99.39,2.02,0.1,7.11,38.24,0,0,0,0,0,0.75,Duplicate
965,Brown Bread Roll,Grains,1 medium roll,36.4,0.0,0.0,0.0,1.91,1,1,1,1,0,0.5,Duplicate
966,Leek (Greens),Vegetables,4 tsp,39.3,1.0,0.0,6.88,33.5,1,0,0,0,0,0.25,Duplicate
967,White Rice Flour,Grains,1 cup,157.92,9.21,2.25,127.79,568.5,1,1,0,1,0,0.0,Duplicate
968,Kiwi,Fruits,1 medium one,76.57,0.89,0.4,11.25,53.1,0,1,0,1,1,1.0,Duplicate
969,Full-Fat Ricotta Cheese,Dairy,1 cup,122.21,13.71,15.84,3.75,213.39,0,0,0,0,0,0.25,Duplicate
970,Rice (cooked),Grains,1 cup,160.74,4.18,0.45,44.69,199.57,1,1,0,1,0,1.0,Duplicate
971,Parsley,Vegetables,10 sprigs,10.1,0.3,0.1,0.61,5.74,0,0,0,0,0,0.0,Duplicate
972,Purslane,Vegetables,1 cup,42.65,0.6,0.0,1.52,10.24,0,0,0,0,0,0.25,Duplicate
973,Chicken Egg,Protein,1 egg,51.27,6.2,5.0,0.4,70.46,1,0,0,0,0,1.0,Duplicate
974,Brown Sugar,Grains,1 tsp,3.02,0.0,0.0,2.95,11.48,1,1,0,1,0,0.0,Duplicate
975,Egg White,Protein,1 egg white,32.68,3.5,0.1,0.2,16.67,1,0,0,0,0,1.0,Duplicate
976,Cooked Noodles,Grains,1 cup,162.28,7.76,2.41,38.73,206.2,0,1,1,1,1,0.5,Duplicate
977,Mayonnaise,Fats and Oils,1 tsp,14.54,0.13,4.98,3.46,58.53,0,0,0,0,0,0.0,Duplicate
978,Dates,Fruits,4 pieces,32.23,0.82,0.1,24.17,102.33,0,1,0,1,1,0.25,Duplicate
979,Mulberries,Fruits,1 cup,121.26,1.49,0.78,14.45,72.02,0,1,0,1,1,0.0,Duplicate
980,Canned Tuna Fish,Protein,Palm-sized portion,85.01,21.92,0.7,0.0,95.36,0,0,0,0,0,0.0,Duplicate
981,Toasted White Bread,Grains,1/4 loaf,21.58,1.94,0.92,12.12,63.11,1,1,1,1,0,0.5,Duplicate
982,Fried Pigeon,Protein,Palm-sized portion,101.24,27.36,4.13,0.0,145.34,0,0,0,0,0,0.75,Duplicate
983,Corn Bran,Grains,1 cup,76.66,6.48,0.71,65.59,293.4,1,1,0,1,0,0.25,Duplicate
984,Full-Fat Milk,Dairy,1/3 cup,99.96,3.47,2.97,5.41,61.6,0,0,0,0,0,0.75,Duplicate
985,Green Beans,Vegetables,1 cup,110.73,1.99,0.1,7.69,40.43,1,0,0,0,1,0.25,Duplicate
986,Fried Shrimp,Protein,3-4 medium pieces,87.02,17.87,10.51,9.84,207.25,0,0,1,0,1,0.0,Duplicate
987,Rice Bran,Grains,1 cup,120.59,15.38,24.49,58.62,517.56,1,1,0,1,0,1.0,Duplicate
988,Green Peas,Vegetables,1 cup,156.83,8.59,0.4,25.19,136.76,1,0,0,0,0,0.5,Duplicate
989,Soft Goat Milk Cheese,Dairy,2 tbsp,28.35,5.29,5.89,0.2,73.3,1,0,0,0,0,0.5,Duplicate
990,Feta Cheese,Dairy,2 tbsp,27.9,4.01,5.91,1.09,72.37,0,0,0,0,0,0.75,Duplicate
991,Canned Chicken,Protein,1 can,138.16,31.52,11.1,0.0,225.52,0,0,0,0,1,0.5,Duplicate
992,Soybean,Vegetables,1 cup,174.27,28.79,15.71,17.51,325.4,1,0,0,0,0,0.5,Duplicate
993,Chickpeas (Hummus),Vegetables,1 tbsp,14.36,1.07,1.28,2.03,22.64,1,0,0,0,0,0.5,Duplicate
994,Cooked Pigeon,Protein,Palm-sized portion,83.3,19.75,10.96,0.0,175.85,0,0,0,0,0,0.25,Duplicate
995,Kiwi,Fruits,1 medium one,76.26,0.92,0.39,11.38,54.32,0,1,0,1,1,0.75,Duplicate
996,Tomato,Vegetables,1 medium one,123.71,1.12,0.2,4.91,24.38,0,0,0,0,0,0.25,Duplicate
997,Green Beans,Vegetables,1 cup,113.22,1.97,0.1,7.79,38.77,1,0,0,0,1,1.0,Duplicate
998,Red Radish,Vegetables,Sliced (1/2 cup),58.22,0.4,0.1,2.04,12.34,0,0,0,0,0,0.75,Duplicate
999,Grilled Safi Fish,Protein,Palm-sized portion,100.92,26.6,4.29,0.0,145.89,0,0,0,0,1,0.25,Duplicate
1000,Spinach,Vegetables,1 cup,29.36,0.91,0.1,1.1,8.95,1,0,0,0,0,0.25,Duplicate
