No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
234,Cooked Veal,Protein,3 small pieces,84.47,23.5,7.84,0.0,164.14,0,0,0,0,1,0.5,Duplicate
235,Margarine (Salted),Fats and Oils,1 tsp,4.67,0.04,3.85,0.04,36.2,0,0,0,0,0,1.0,Duplicate
236,Labneh (Strained Yogurt),Dairy,1 cup,97.84,12.61,10.82,1.02,150.53,1,0,0,0,0,0.75,Duplicate
237,Banana,Fruits,1 medium one,114.5,1.3,0.41,27.44,118.43,0,1,0,1,1,0.5,Duplicate
238,Leek (Greens),Vegetables,4 tsp,40.06,1.03,0.0,6.81,29.63,1,0,0,0,0,0.25,Duplicate
239,Wheat Grains/Berries,Grains,1 cup,196.93,0.0,0.0,0.0,0.0,1,1,0,1,0,0.75,Duplicate
240,Margarine (Unsalted),Fats and Oils,1 tsp,4.63,0.02,3.67,0.02,33.31,1,0,0,0,0,0.25,Duplicate
241,Soft Goat Milk Cheese,Dairy,2 tbsp,27.46,5.08,6.01,0.2,73.67,1,0,0,0,0,0.25,Duplicate
242,Hamour with Rice,Protein,1/2 cup,100.73,27.52,3.16,0.0,140.45,0,0,0,0,1,0.75,Duplicate
243,Dried Pear,Fruits,10 halves,172.39,3.24,1.11,125.58,524.42,0,1,0,1,1,1.0,Duplicate
244,Green Hot Pepper,Vegetables,1 piece,46.03,0.89,0.1,4.25,22.88,0,0,0,0,0,1.0,Duplicate
245,Broasted Chicken Thigh,Protein,1 medium chicken thigh,87.06,21.99,11.54,0.0,189.89,1,0,1,0,1,0.5,Duplicate
246,Nectarine,Fruits,1 medium one,139.58,1.42,0.39,14.4,65.77,0,1,0,1,1,0.75,Duplicate
247,Oatmeal Flour,Grains,2 tbsp,28.54,3.59,1.75,19.31,107.53,1,1,0,1,0,1.0,Duplicate
248,Black Beans,Vegetables,1 cup,162.23,14.33,4.3,45.4,279.48,1,0,0,0,0,0.75,Duplicate
249,Hamour with Rice,Protein,1/2 cup,102.39,26.83,3.23,0.0,135.05,0,0,0,0,1,0.25,Duplicate
250,Dried Egg,Protein,1 tsp,5.09,2.33,2.16,0.1,28.1,1,0,0,0,0,0.25,Duplicate
251,Medium-Soft Goat Milk Cheese,Dairy,2 tbsp,28.36,6.02,8.6,0.72,102.43,1,0,0,0,0,0.5,Duplicate
252,Fat-Free Cream Cheese,Dairy,2 tbsp,27.83,4.42,0.29,2.09,29.42,1,0,0,0,0,0.0,Duplicate
253,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,101.24,20.07,3.77,0.39,117.63,1,0,0,0,1,0.75,Duplicate
254,White Beans,Vegetables,1 cup,183.99,17.36,0.61,44.91,256.15,1,0,0,0,1,0.0,Duplicate
255,Oatmeal Flour,Grains,2 tbsp,27.6,3.51,1.84,19.02,108.46,1,1,0,1,0,0.0,Duplicate
256,Milk Powder,Dairy,2 tbsp,32.28,8.43,8.29,12.26,159.17,0,0,0,0,0,0.75,Duplicate
257,Scrambled Egg with Milk,Protein,1 egg,60.05,6.76,7.22,1.32,97.56,1,0,1,0,0,0.25,Duplicate
258,Beans (General),Vegetables,1 cup,181.7,15.64,0.93,40.85,234.55,0,0,0,0,0,0.0,Duplicate
259,Avocado,Fruits,1 cup (sliced),142.35,2.91,21.77,12.56,256.28,0,1,0,1,1,0.5,Duplicate
260,Full-Fat Mozzarella Cheese,Dairy,2 tbsp,27.95,6.14,6.13,0.59,82.21,0,0,0,0,0,1.0,Duplicate
261,Cooked Meat Liver,Protein,4 medium pieces,82.53,22.31,6.62,6.51,174.79,0,0,0,0,1,0.0,Duplicate
262,Quaker Oats prepared with water,Grains,1 cup,228.92,4.82,2.16,17.54,110.47,1,1,0,1,0,0.0,Duplicate
263,Tomato,Vegetables,1 medium one,121.59,1.11,0.2,4.83,25.69,0,0,0,0,0,0.75,Duplicate
264,Tamarind,Fruits,1 cup,117.06,3.3,0.72,75.15,319.85,0,1,0,1,1,1.0,Duplicate
265,Tomato,Vegetables,1 medium one,126.02,1.1,0.2,4.78,25.2,0,0,0,0,0,0.0,Duplicate
266,Lentils,Vegetables,1 cup,200.27,17.92,0.78,38.9,233.36,0,0,0,0,0,1.0,Duplicate
267,Turnip,Vegetables,1 cup sliced,66.69,2.17,0.49,6.63,39.14,0,0,0,0,0,0.0,Duplicate
268,Sour Cherries,Fruits,1 cup,105.91,1.03,0.29,12.75,58.57,0,1,0,1,1,0.75,Duplicate
269,Fried Egg,Protein,1 egg,44.68,6.11,7.14,0.39,89.91,1,0,0,0,0,0.75,Duplicate
270,Lemon,Fruits,1 medium one,57.44,0.62,0.2,5.46,25.93,0,1,0,1,1,0.0,Duplicate
271,Low-Fat Ricotta Cheese,Dairy,1 cup,123.8,14.28,9.61,6.46,168.27,0,0,0,0,0,0.75,Duplicate
272,Corn Flour,Grains,1 cup,112.91,0.0,0.2,0.0,0.0,0,0,0,0,0,0.75,Duplicate
273,Brown Wheat Flour,Grains,1 cup,120.79,16.65,2.15,85.8,428.45,1,1,0,1,0,0.0,Duplicate
274,Fried Chicken Thigh,Protein,1 medium chicken thigh,83.75,19.0,13.84,7.36,230.58,0,0,1,0,1,0.0,Duplicate
275,Fried Chicken Breast,Protein,1/2 small chicken breast,87.28,27.61,3.9,0.41,147.96,0,0,1,0,1,0.0,Duplicate
276,Kingfish,Protein,Palm-sized portion,102.98,19.27,9.49,0.0,164.02,0,0,0,0,0,0.0,Duplicate
277,Kingfish,Protein,Palm-sized portion,102.63,19.05,9.07,0.0,158.85,0,0,0,0,0,0.25,Duplicate
278,Brown Wheat Flour,Grains,1 cup,120.64,16.64,2.22,89.49,444.27,1,1,0,1,0,1.0,Duplicate
279,Orange,Fruits,1 medium one,127.3,1.22,0.2,15.52,70.2,0,1,0,1,1,0.5,Duplicate
280,Boobar,Vegetables,1 cup,32.23,0.3,0.0,1.1,7.03,0,0,0,0,0,0.75,Duplicate
281,White Sugar,Grains,1 tsp,3.92,0.0,0.0,3.9,14.27,1,1,0,1,0,0.75,Duplicate
282,Pear,Fruits,1 medium one,167.35,0.61,0.2,25.83,108.33,0,1,0,1,1,1.0,Duplicate
283,Apricot,Fruits,3 pieces,104.42,1.48,0.39,11.7,55.37,0,1,0,1,1,0.0,Duplicate
284,Purslane,Vegetables,1 cup,42.05,0.61,0.0,1.51,9.91,0,0,0,0,0,0.5,Duplicate
285,Broasted Chicken Breast,Protein,1/2 small chicken breast,85.28,26.56,3.02,0.0,132.34,1,0,1,0,1,0.5,Duplicate
286,Green Beans,Vegetables,1 cup,111.75,1.95,0.1,7.91,40.44,1,0,0,0,1,0.75,Duplicate
287,Brown Rice Flour,Grains,1 cup,156.53,11.11,4.41,124.15,582.56,1,1,0,1,0,0.25,Duplicate
288,Corn Bran,Grains,1 cup,77.91,6.57,0.68,65.16,293.62,1,1,0,1,0,0.0,Duplicate
289,Corn Bran,Grains,1 cup,74.17,6.41,0.69,66.03,297.2,1,1,0,1,0,1.0,Duplicate
290,Mulberries,Fruits,1 cup,120.9,1.5,0.8,14.29,71.47,0,1,0,1,1,1.0,Duplicate
291,Hamour with Rice,Protein,1/2 cup,99.28,26.57,3.21,0.0,133.22,0,0,0,0,1,0.0,Duplicate
292,Plain Cake (Muffin),Grains,1 large size,66.04,4.54,7.33,26.5,191.3,1,1,0,1,0,0.75,Duplicate
293,Fat-Free Chocolate Yogurt,Dairy,1 cup,221.5,8.01,0.0,52.72,242.37,1,0,0,0,0,0.75,Duplicate
294,Tomato Paste,Vegetables,168 grams (1 can),165.51,7.35,0.78,31.47,162.01,0,0,0,0,0,0.5,Duplicate
295,Full-Fat Milk,Dairy,1/3 cup,102.82,3.55,2.96,5.36,62.91,0,0,0,0,0,0.5,Duplicate
296,Fat-Free Mozzarella Cheese,Dairy,2 tbsp,28.21,8.76,0.0,1.0,39.94,0,0,0,0,0,0.25,Duplicate
297,Corn Oil,Fats and Oils,1 tsp,13.5,0.0,13.51,0.0,120.14,0,0,0,0,0,0.75,Duplicate
298,Chicken,Protein,Palm-sized portion,82.88,18.74,2.64,0.0,97.28,0,0,0,0,1,0.5,Duplicate
299,Grilled Gargafan Fish,Protein,Palm-sized portion,102.69,22.6,1.84,0.0,106.93,0,0,0,0,1,0.25,Duplicate
300,Full-Fat Milk,Dairy,1/3 cup,97.79,3.4,3.06,5.56,63.79,0,0,0,0,0,0.25,Duplicate
301,Cheese Bread,Grains,1 piece,64.54,4.66,12.26,28.05,241.2,1,1,1,1,0,1.0,Duplicate
302,Fried Sheri Fish,Protein,Palm-sized portion,97.26,25.97,6.83,0.0,163.92,0,0,0,0,1,0.0,Duplicate
303,Sour Cherries,Fruits,1 cup,101.79,0.99,0.3,12.56,57.39,0,1,0,1,1,0.5,Duplicate
304,Rice Bran,Grains,1 cup,117.22,16.13,24.19,59.02,518.52,1,1,0,1,0,0.25,Duplicate
305,Wheat Grains/Berries,Grains,1 cup,193.63,0.0,0.0,0.0,0.0,1,1,0,1,0,0.75,Duplicate
306,Asparagus,Vegetables,1 cup,134.23,2.92,0.2,5.25,35.48,0,0,0,0,1,0.0,Duplicate
307,Honey,Grains,1 tbsp,20.47,0.06,0.0,16.94,68.12,0,1,0,1,0,1.0,Duplicate
308,Chickpeas (Hummus),Vegetables,1 tbsp,14.26,1.11,1.32,2.02,23.68,1,0,0,0,0,0.75,Duplicate
309,Pear,Fruits,1 medium one,165.7,0.61,0.2,25.84,107.18,0,1,0,1,1,0.25,Duplicate
310,Low-Fat Vanilla Yogurt,Dairy,1 cup,224.45,11.16,2.79,31.71,196.78,1,0,0,0,0,1.0,Duplicate
311,Hard Goat Milk Cheese,Dairy,2 tbsp,27.47,8.31,10.0,0.61,126.88,1,0,0,0,0,0.0,Duplicate
312,Omelette,Protein,1 egg,59.97,6.37,7.29,0.41,91.31,1,0,0,0,0,1.0,Duplicate
313,Cooked Oats,Grains,1 cup,215.26,7.01,1.93,25.76,146.8,1,1,0,1,0,0.75,Duplicate
314,Margarine (Unsalted),Fats and Oils,1 tsp,4.77,0.02,3.79,0.02,35.91,1,0,0,0,0,0.0,Duplicate
315,Ta'ameya (Falafel),Vegetables,1 piece,17.25,2.24,2.99,5.46,59.58,1,0,0,0,0,0.25,Duplicate
316,Cranberries,Fruits,1 cup,96.97,0.41,0.1,11.79,50.15,0,1,0,1,1,0.25,Duplicate
317,Fried Ground Beef,Protein,2 tbsp,86.84,19.9,18.79,0.0,249.34,0,0,0,0,1,0.5,Duplicate
318,Low-Fat Mozzarella Cheese,Dairy,2 tbsp,28.79,6.64,4.45,0.8,68.4,0,0,0,0,0,0.75,Duplicate
319,Canned Fat-Free Evaporated Milk,Dairy,2 tbsp,31.64,2.43,0.1,3.56,24.5,1,0,0,0,0,1.0,Duplicate
320,Roasted Duck with Skin,Protein,Palm-sized portion,83.15,16.16,24.77,0.0,289.17,1,0,0,0,1,1.0,Duplicate
321,Cooked Meat Liver,Protein,4 medium pieces,86.59,22.12,6.61,6.62,175.15,0,0,0,0,1,0.0,Duplicate
322,Sheep's Milk,Dairy,1 cup,242.51,14.33,17.2,12.75,264.39,1,0,0,0,0,0.25,Duplicate
323,Black Beans,Vegetables,1 cup,161.56,14.65,4.29,44.23,275.47,1,0,0,0,0,0.75,Duplicate
324,Fried Chicken Breast,Protein,1/2 small chicken breast,85.75,29.1,4.07,0.43,153.12,0,0,1,0,1,0.5,Duplicate
325,Grape Leaves,Vegetables,1 cup,13.89,0.82,0.3,2.35,13.61,0,0,0,0,0,0.25,Duplicate
326,Butter Croissant,Grains,1 medium piece,56.87,4.68,12.31,26.49,234.08,1,1,0,1,0,0.25,Duplicate
327,Quinoa,Grains,1 cup,169.63,23.53,10.6,111.28,634.98,1,1,0,1,0,0.0,Duplicate
328,Feta Cheese,Dairy,2 tbsp,28.72,4.04,6.1,1.12,75.09,0,0,0,0,0,0.5,Duplicate
329,Okra,Vegetables,1 cup,98.45,1.97,0.1,6.88,35.99,0,0,0,0,0,0.5,Duplicate
330,Low-Fat Strawberry Yogurt,Dairy,1 cup,231.65,9.1,2.66,42.7,230.07,1,0,0,0,0,0.5,Duplicate
331,White Bread,Grains,1/4 loaf,25.7,1.94,0.79,12.99,67.25,1,1,0,1,0,0.25,Duplicate
332,Brown Bread Roll,Grains,1 medium roll,35.77,0.0,0.0,0.0,0.26,1,1,1,1,0,0.5,Duplicate
333,Corn Flour,Grains,1 cup,111.49,0.0,0.2,0.0,0.19,0,0,0,0,0,0.0,Duplicate
334,Blackberries,Fruits,1 cup,142.57,1.96,0.69,14.03,70.06,0,1,0,1,1,0.0,Duplicate
335,Apricot,Fruits,3 pieces,105.25,1.49,0.4,11.75,57.29,0,1,0,1,1,0.0,Duplicate
336,Hamour with Rice,Protein,1/2 cup,97.49,26.88,3.15,0.0,134.02,0,0,0,0,1,0.75,Duplicate
337,Cauliflower,Vegetables,1 cup,98.0,1.99,0.1,5.37,31.74,0,0,0,0,1,0.75,Duplicate
338,Hamour with Rice,Protein,1/2 cup,99.0,27.76,3.17,0.0,141.06,0,0,0,0,1,0.0,Duplicate
339,Apple,Fruits,1 medium one,139.89,0.39,0.2,18.57,76.07,0,1,0,1,1,1.0,Duplicate
340,Peach,Fruits,1 medium one,147.69,1.39,0.39,14.57,68.53,0,1,0,1,1,0.0,Duplicate
341,Hard Goat Milk Cheese,Dairy,2 tbsp,28.06,8.43,10.24,0.58,126.93,1,0,0,0,0,0.25,Duplicate
342,Figs,Fruits,1 medium one,48.94,0.39,0.2,9.45,41.58,0,1,0,1,1,0.5,Duplicate
343,Quaker Oats,Grains,2.5 tbsp,39.31,6.89,3.29,25.92,158.98,1,1,0,1,0,1.0,Duplicate
344,Papaya,Fruits,1 medium one,306.96,1.91,0.4,30.61,133.77,0,1,0,1,1,0.0,Duplicate
345,Fried Kingfish,Protein,Palm-sized portion,101.11,27.23,11.79,0.0,213.33,0,0,0,0,1,1.0,Duplicate
346,Turnip,Vegetables,1 cup sliced,65.43,2.21,0.5,6.7,38.56,0,0,0,0,0,0.75,Duplicate
347,Yellow Beans,Vegetables,1 cup,179.56,16.12,1.89,43.52,256.57,1,0,0,0,0,1.0,Duplicate
348,Hamour Fish (Grouper),Protein,Palm-sized portion,101.97,19.01,3.4,0.21,107.81,0,0,0,0,0,1.0,Duplicate
349,Broasted Chicken Thigh,Protein,1 medium chicken thigh,86.78,22.27,11.42,0.0,191.76,1,0,1,0,1,0.0,Duplicate
350,Corn Flakes,Grains,1 cup,169.96,16.01,7.87,121.28,620.05,1,1,0,1,0,0.25,Duplicate
351,Meed Fish (Silver Biddy),Protein,Palm-sized portion,98.71,18.82,16.37,0.0,223.41,0,0,0,0,0,0.75,Duplicate
352,Boobar,Vegetables,1 cup,32.53,0.3,0.0,1.07,5.39,0,0,0,0,0,0.25,Duplicate
353,White Bread,Grains,1/4 loaf,24.98,1.89,0.82,13.03,66.94,1,1,0,1,0,1.0,Duplicate
354,Lemon,Fruits,1 medium one,58.65,0.59,0.2,5.24,24.19,0,1,0,1,1,0.0,Duplicate
355,Sheri Fish (Emperor),Protein,Palm-sized portion,99.55,20.06,1.12,0.0,90.11,0,0,0,0,0,0.0,Duplicate
356,Quail Egg,Protein,1 egg,9.18,1.21,1.01,0.0,14.34,1,0,0,0,0,0.25,Duplicate
357,Orange Peel,Fruits,1 tsp,6.04,0.1,0.0,1.49,6.63,0,1,0,1,1,0.75,Duplicate
358,Carrot,Vegetables,1 one,71.96,0.72,0.2,7.08,33.48,0,0,0,0,0,1.0,Duplicate
359,Full-Fat Ricotta Cheese,Dairy,1 cup,127.58,13.97,16.31,3.76,216.14,0,0,0,0,0,0.0,Duplicate
360,Onion,Vegetables,1 cup (chopped),159.15,1.79,0.2,15.03,67.7,0,0,0,0,0,1.0,Duplicate
361,Low-Fat Mozzarella Cheese,Dairy,2 tbsp,27.79,6.63,4.42,0.78,68.76,0,0,0,0,0,0.25,Duplicate
362,Plain Cake (Muffin),Grains,1 large size,63.77,4.56,7.52,26.11,191.53,1,1,0,1,0,0.25,Duplicate
363,Orange,Fruits,1 medium one,131.6,1.19,0.21,15.48,69.61,0,1,0,1,1,0.5,Duplicate
364,Rice (cooked),Grains,1 cup,154.41,4.28,0.44,43.63,196.47,1,1,0,1,0,0.25,Duplicate
365,Apricot,Fruits,3 pieces,103.87,1.47,0.41,11.35,53.68,0,1,0,1,1,0.25,Duplicate
366,Hard Goat Milk Cheese,Dairy,2 tbsp,28.51,8.25,9.94,0.59,124.92,1,0,0,0,0,1.0,Duplicate
367,Margarine (Unsalted),Fats and Oils,1 tsp,4.81,0.02,3.75,0.02,33.33,1,0,0,0,0,0.0,Duplicate
368,Turkey Egg,Protein,1 egg,77.91,10.51,9.14,0.89,128.89,1,0,0,0,0,0.0,Duplicate
369,Tabbouleh,Vegetables,2 tbsp,28.43,1.01,2.06,2.01,32.33,0,0,0,0,1,0.25,Duplicate
370,Low-Fat Ricotta Cheese,Dairy,1 cup,124.95,14.51,9.78,6.21,169.38,0,0,0,0,0,0.0,Duplicate
371,Onion,Vegetables,1 cup (chopped),155.31,1.83,0.2,14.45,68.83,0,0,0,0,0,0.0,Duplicate
372,Halloumi Cheese,Dairy,1 cup,102.41,16.81,29.03,8.37,360.48,0,0,0,0,0,0.0,Duplicate
373,Okra,Vegetables,1 cup,98.83,1.95,0.1,6.81,34.87,0,0,0,0,0,0.25,Duplicate
374,Cooked Oatmeal,Grains,1 cup,231.71,5.51,3.29,27.86,163.13,1,1,0,1,0,1.0,Duplicate
375,Boobar,Vegetables,1 cup,33.81,0.3,0.0,1.08,6.87,0,0,0,0,0,0.5,Duplicate
376,Rice (cooked),Grains,1 cup,156.14,4.19,0.45,44.9,199.38,1,1,0,1,0,0.25,Duplicate
377,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,102.41,19.63,3.72,0.41,113.5,1,0,0,0,1,0.25,Duplicate
378,Beetroot,Vegetables,Sliced (1/2 cup),69.15,1.12,0.1,6.34,31.93,0,0,0,0,0,0.25,Duplicate
379,Fat-Free Yogurt,Dairy,1 cup,232.71,12.86,0.4,17.13,122.3,1,0,0,0,0,0.0,Duplicate
380,Mango,Fruits,1 medium one,207.94,1.13,0.62,34.74,150.47,0,1,0,1,1,1.0,Duplicate
381,Red Radish,Vegetables,Sliced (1/2 cup),58.71,0.39,0.1,2.03,10.11,0,0,0,0,0,1.0,Duplicate
382,White Rice Flour,Grains,1 cup,155.29,9.33,2.14,129.86,574.59,1,1,0,1,0,0.0,Duplicate
383,Baby Carrot,Vegetables,1 medium one,10.27,0.1,0.0,0.81,3.06,0,0,0,0,0,0.0,Duplicate
384,Fat-Free Cream Cheese,Dairy,2 tbsp,27.69,4.44,0.29,2.04,30.51,1,0,0,0,0,0.5,Duplicate
385,Hard Goat Milk Cheese,Dairy,2 tbsp,28.39,8.58,10.26,0.6,127.93,1,0,0,0,0,0.0,Duplicate
386,Mulberries,Fruits,1 cup,123.89,1.49,0.78,14.32,68.45,0,1,0,1,1,0.25,Duplicate
387,Pigeon without Skin,Protein,Palm-sized portion,87.17,14.95,6.36,0.0,115.19,0,0,0,0,0,0.5,Duplicate
388,Purslane,Vegetables,1 cup,44.13,0.61,0.0,1.48,9.14,0,0,0,0,0,0.25,Duplicate
389,Red Hot Pepper,Vegetables,1 piece,45.65,0.81,0.2,3.91,19.3,0,0,0,0,0,0.75,Duplicate
390,Chicken,Protein,Palm-sized portion,87.15,17.99,2.68,0.0,97.14,0,0,0,0,1,0.25,Duplicate
391,Figs,Fruits,1 medium one,49.77,0.41,0.2,9.8,41.48,0,1,0,1,1,0.75,Duplicate
392,Beetroot,Vegetables,Sliced (1/2 cup),68.83,1.12,0.1,6.32,31.74,0,0,0,0,0,0.0,Duplicate
393,Green Beans,Vegetables,1 cup,110.4,2.05,0.1,7.77,39.71,1,0,0,0,1,0.75,Duplicate
394,Coriander (Cilantro),Vegetables,9 sprigs,19.5,0.41,0.1,0.7,6.64,0,0,0,0,0,1.0,Duplicate
395,Blueberries,Fruits,1 cup,143.35,1.12,0.49,20.49,90.18,0,1,0,1,1,0.0,Duplicate
396,Corn Flakes,Grains,1 cup,169.69,15.81,7.68,125.97,634.67,1,1,0,1,0,1.0,Duplicate
397,Sheri Fish (Emperor),Protein,Palm-sized portion,97.36,19.51,1.1,0.0,86.95,0,0,0,0,0,0.0,Duplicate
398,Toasted White Bread,Grains,1/4 loaf,22.05,1.99,0.91,12.17,64.8,1,1,1,1,0,0.75,Duplicate
399,Hamour with Rice,Protein,1/2 cup,99.19,27.86,3.15,0.0,140.12,0,0,0,0,1,0.75,Duplicate
400,Brown Wheat Flour,Grains,1 cup,117.84,16.13,2.18,88.07,437.71,1,1,0,1,0,0.25,Duplicate
401,Cottage Cheese < 5% Fat,Dairy,1 cup,229.05,23.85,0.69,15.21,163.07,1,0,0,0,0,1.0,Duplicate
402,Apricot,Fruits,3 pieces,106.28,1.46,0.39,11.5,55.81,0,1,0,1,1,1.0,Duplicate
403,Brown Wheat Flour,Grains,1 cup,122.11,16.36,2.19,86.51,432.85,1,1,0,1,0,0.75,Duplicate
404,Mayonnaise,Fats and Oils,1 tsp,14.81,0.13,4.98,3.51,58.66,0,0,0,0,0,1.0,Duplicate
405,Corn Flakes,Grains,1 cup,167.84,15.35,7.78,121.17,617.51,1,1,0,1,0,0.75,Duplicate
406,Figs,Fruits,1 medium one,50.33,0.4,0.2,9.71,42.29,0,1,0,1,1,0.25,Duplicate
407,White Beans,Vegetables,1 cup,182.06,17.59,0.58,46.0,261.01,1,0,0,0,1,1.0,Duplicate
408,Avocado,Fruits,1 cup (sliced),141.87,2.89,21.71,12.77,257.18,0,1,0,1,1,0.25,Duplicate
409,Fried Ground Beef,Protein,2 tbsp,83.66,20.39,19.76,0.0,257.92,0,0,0,0,1,0.5,Duplicate
410,White Rice Flour,Grains,1 cup,162.34,9.66,2.26,124.86,559.75,1,1,0,1,0,0.75,Duplicate
411,Apple,Fruits,1 medium one,139.38,0.4,0.19,19.14,79.48,0,1,0,1,1,0.25,Duplicate
412,Meed Fish (Silver Biddy),Protein,Palm-sized portion,100.77,17.9,15.73,0.0,213.06,0,0,0,0,0,0.5,Duplicate
413,Fresh Corn,Vegetables,1/2 cup,139.11,3.65,1.05,39.68,181.62,1,0,0,0,0,0.75,Duplicate
414,Toast Cubes,Grains,1 cup,29.59,3.62,2.02,21.9,119.83,1,1,0,1,0,0.0,Duplicate
415,Low-Fat Mozzarella Cheese,Dairy,2 tbsp,27.32,6.85,4.47,0.8,70.32,0,0,0,0,0,0.5,Duplicate
416,Olive Oil,Fats and Oils,1 tsp,13.6,0.0,13.33,0.0,119.75,0,0,0,0,0,0.5,Duplicate
417,Egg Yolk,Protein,1 egg yolk,17.01,2.65,4.43,0.6,53.18,1,0,0,0,0,1.0,Duplicate
418,Kiwi,Fruits,1 medium one,75.48,0.91,0.39,11.29,52.0,0,1,0,1,1,1.0,Duplicate
419,Fat-Free Milk,Dairy,1 cup,247.22,8.13,0.2,11.86,80.0,1,0,0,0,0,0.25,Duplicate
420,Low-Fat Vanilla Yogurt,Dairy,1 cup,231.91,10.99,2.79,31.17,195.73,1,0,0,0,0,0.75,Duplicate
421,Palm Oil,Fats and Oils,1 tsp,13.5,0.0,14.01,0.0,126.99,0,0,0,0,0,0.25,Duplicate
422,Broasted Chicken Thigh,Protein,1 medium chicken thigh,86.99,21.49,11.69,0.0,189.81,1,0,1,0,1,0.75,Duplicate
423,Red Snapper Fish,Protein,Palm-sized portion,87.03,21.94,1.46,0.0,101.9,0,0,0,0,1,0.25,Duplicate
424,Avocado,Fruits,1 cup (sliced),142.83,2.95,21.05,12.36,252.68,0,1,0,1,1,0.0,Duplicate
425,Beetroot,Vegetables,Sliced (1/2 cup),66.82,1.09,0.1,6.59,33.54,0,0,0,0,0,0.0,Duplicate
426,Olive Oil,Fats and Oils,1 tsp,13.57,0.0,13.65,0.0,123.04,0,0,0,0,0,0.75,Duplicate
427,Boiled Egg,Protein,1 egg,50.09,6.35,5.39,0.6,75.49,1,0,0,0,0,0.75,Duplicate
428,Boiled Egg,Protein,1 egg,48.55,6.2,5.16,0.61,75.66,1,0,0,0,0,0.5,Duplicate
429,Spinach,Vegetables,1 cup,30.83,0.92,0.1,1.12,7.89,1,0,0,0,0,0.25,Duplicate
430,Plain Cake (Muffin),Grains,1 large size,64.81,4.6,7.39,27.07,192.1,1,1,0,1,0,1.0,Duplicate
431,Scrambled Egg with Milk,Protein,1 egg,60.72,6.82,7.38,1.28,98.64,1,0,1,0,0,0.5,Duplicate
432,Cooked Pasta,Grains,1 cup,136.15,6.52,0.94,39.57,192.28,0,0,0,0,1,0.0,Duplicate
433,Dried Apricot,Fruits,1 cup (halves),64.41,2.26,0.31,40.85,175.55,0,1,0,1,1,0.25,Duplicate
434,Cooked Oats,Grains,1 cup,215.31,7.19,1.84,25.6,148.59,1,1,0,1,0,0.25,Duplicate
435,Yellow Beans,Vegetables,1 cup,176.11,15.72,1.89,44.69,257.87,1,0,0,0,0,0.0,Duplicate
436,Cheese Biscuit,Grains,1 piece,0.97,0.1,0.24,0.56,6.41,1,1,1,1,0,0.75,Duplicate
437,Asparagus,Vegetables,1 cup,136.69,2.97,0.2,5.29,35.41,0,0,0,0,1,0.25,Duplicate
438,Dried Apricot,Fruits,1 cup (halves),63.87,2.16,0.3,39.7,169.41,0,1,0,1,1,0.5,Duplicate
439,Chicken Egg,Protein,1 egg,49.6,6.32,5.04,0.4,72.89,1,0,0,0,0,0.0,Duplicate
440,Apricot,Fruits,3 pieces,105.36,1.5,0.39,11.65,57.98,0,1,0,1,1,0.5,Duplicate
441,Sausage,Protein,1 piece,57.5,6.96,15.83,1.05,173.44,0,0,0,0,0,0.75,Duplicate
442,Wheat Grains/Berries,Grains,1 cup,188.68,0.0,0.0,0.0,1.77,1,1,0,1,0,0.75,Duplicate
443,Olive Oil,Fats and Oils,1 tsp,13.56,0.0,13.36,0.0,120.52,0,0,0,0,0,0.25,Duplicate
444,Fresh Corn,Vegetables,1/2 cup,140.62,3.71,1.01,38.31,177.54,1,0,0,0,0,0.25,Duplicate
445,Peach,Fruits,1 medium one,147.81,1.44,0.39,13.9,63.54,0,1,0,1,1,0.5,Duplicate
446,Low-Fat Mozzarella Cheese,Dairy,2 tbsp,27.43,6.67,4.53,0.81,72.61,0,0,0,0,0,0.5,Duplicate
447,Baksim (hard biscuit/rusk),Grains,1 piece,9.87,1.17,0.96,6.96,42.9,1,1,0,1,0,0.25,Duplicate
448,Safi Fish (Rabbitfish),Protein,Palm-sized portion,99.25,19.32,7.11,0.1,141.94,0,0,0,0,0,0.75,Duplicate
449,Strawberry Milk,Dairy,1 cup,265.71,7.93,8.44,33.18,240.0,1,0,0,0,0,0.75,Duplicate
450,Bread Crumbs,Grains,1 cup,105.0,14.03,5.81,75.51,410.15,1,1,0,1,0,1.0,Duplicate
451,Orange,Fruits,1 medium one,132.82,1.23,0.2,15.46,67.89,0,1,0,1,1,0.25,Duplicate
452,Margarine (Salted),Fats and Oils,1 tsp,4.63,0.04,3.72,0.04,34.1,0,0,0,0,0,0.75,Duplicate
453,Cooked Oats,Grains,1 cup,220.37,6.9,1.93,25.6,147.99,1,1,0,1,0,0.5,Duplicate
454,Grilled Safi Fish,Protein,Palm-sized portion,97.79,26.6,4.28,0.0,146.07,0,0,0,0,1,1.0,Duplicate
455,Asparagus,Vegetables,1 cup,131.81,2.98,0.2,5.3,36.84,0,0,0,0,1,0.75,Duplicate
456,White Beans,Vegetables,1 cup,175.7,17.35,0.58,44.58,251.59,1,0,0,0,1,0.0,Duplicate
